ins_t,oos_t
-0.8985675593799376,-0.8018907773712718
-0.2724070682694619,
9.72279830115903,-1.6082534832556308
5.43304252516447,
3.5484418705581002,
-2.585526655728032,
7.173462955746752,-1.4300179373729938
1.0986242324029967,-0.45506306660271983
-3.357197711529419,
-2.4957270597171197,
3.995563559932423,
0.3819838192418315,-2.663675215421756
-3.4778670897071517,
-5.274657170876982,-6.931447820371176
-3.6648446819457834,
3.055075722041217,
-0.5574592728099245,
-1.698906630031269,
0.765152459297724,
1.7004038621950561,2.936259194005229
2.2003174949778543,1.2207965356785246e-15
2.667903613591131,
3.5661496870557103,
-2.0482055359969626,
3.5369982293817026,
-1.754237921030184,
-0.006844805770177846,0.05509395606022631
7.4192201745146775,3.1056259575782943
0.5025384689737448,
0.06301095468165117,-3.1271767932426826
-0.26852881645858884,
-0.5837710887738662,9.445836614141063
0.3993318284110093,0.22756655937261208
8.296322069548532,
3.369644579259373,0.0
-0.3559694301089932,0.5338267922532737
1.0919336340509502,6.39374806843156
0.2728266722546074,2.9784656285998126
15.911734879141676,0.7033161971961186
-1.710572188957721,
5.047343256065395,-0.4028006812899411
0.07921333084236822,-1.9836351291419925
-2.1698636728263563,2.1429176441369155
1.799258207325992,
3.2522027982904067,
6.328077664485124,
0.20147770612696575,
2.8531187833445313,
1.1270785481028227,
5.808520147009654,
1.2762888458153994,-0.018782759988965753
2.334770589228147,
-3.118321760843157,0.5911770234432504
-0.5675880080471848,1.4823769830396614
2.705943152953427,
4.2248025159904135,0.7908267555161511
10.907455966495714,-1.1821523128223161
-3.4757341926607426,
2.4296850085793578,0.3303382338680121
1.8511245650797252,-5.178387353707626
2.9170941565699624,
2.8452437340339642,-0.7311486526173736
5.320290275364778,
-0.3938326856665432,-0.6521167506051586
2.213042011631839,
9.442067364495333,
4.790666886778713,
6.206334025510641,2.2520911826597594
1.0631238669378487,
4.1332127231144895,-3.0202599001681003
0.7233071756192382,
-0.16606411789054587,
4.948275299082694,
0.0670428982506116,3.3091836373020738
1.6692850365858518,0.03167516796616607
1.184134436932435,1.2345425914613366
2.88693626964022,3.13280477037946
4.319963748500905,
0.017701885976962047,
1.5995528843067373,
11.377870150767588,0.0
-2.3575053473942464,1.2149258435432913
-2.8477514091792164,-2.39817073665842
2.9929401421622677,-2.8824714065765664
-0.0054718797159625755,
-0.5209451474977795,
10.58341338276319,-1.2122092537411615
-1.21593849403003,6.6434043726225545
-6.812464938132962,-0.24461476302028526
3.50677411848449,
-1.9424550380664867,
-3.3229157474300766,
2.140423939967469,0.0
2.837622342424007,-0.953838320891886
2.124645786343593,
-7.1786562275710795,-1.2875051030999916
1.3713174331305016,1.43550264418865
0.07047514497449928,
-0.9131526839456459,-5.5070408985922095
1.9318716721058151,0.0
-1.1683295584389934,3.4957496255241165
0.1022460747312985,2.2470951089498217e-15
2.6227215357471265,
1.0207766270083802,3.4221337081946017
-3.041771551292327,
5.983455938585944,
-0.35695559543889743,
-0.03472051870029821,1.7828413822882643
-6.600889704644667,0.6117260212656899
4.045070993646121,-0.18832577075459206
-2.019613819502917,-2.1726331443635836
-0.8561608834261644,
0.8186900496056569,1.1507924901768585
-1.66894325381321,1.1237903982286979
2.476517810410621,
7.395340566221956,
5.080340906053215,12.891851015366804
-5.727484571695387,
5.793117636784279,
-0.7611949050876142,-0.6963707589633807
3.625644580913103,-4.276609905061803
3.639938538028749,-0.1228755139097649
-1.7229678359291516,2.999231615551004
1.4798385219015213,
0.27076204884024396,
3.965779929958251,-3.083969880227356e-16
5.560623215516183,0.9723281599459517
3.6940653131992636,
9.193846040067813,-1.1372324767480586
-0.3708509537870423,-6.155049886262771e-16
6.030735489598618,
-0.538090252064071,
6.239081848769232,3.520120459633627
6.180737640341862,
1.5230202162401814,
-2.2105712690492654,0.0
2.2368924895314115,1.921758094438823e-16
-0.7631277621125314,1.8737566220474438
1.5521059065676208,
-0.06794894944010002,1.2626735956547177
0.9564424491581441,
3.3428222098809393,
3.6510498105545093,
0.8864035589125754,0.4308057797979275
-3.1474102273772964,-1.8700551467611553
6.869343306460584,0.0
10.391989221556406,
1.487767405860395,1.0245479557618413
1.8735689384852865,
-4.585397686882256,0.3458353685888318
-1.885644928795594,
0.5719584223957244,
2.911138113799834,
2.5492334281664397,0.8462231166002986
0.36911152339868003,0.0
1.6819313788559593,0.09835312374583562
2.2094663686749483,-2.413928676623381
0.8828151485846811,-0.3767237611969099
-1.0335238254409507,0.0
3.2317630958352614,-0.07645260130861621
-3.937968592990743,
0.26020189756242884,
6.18222128407625,
0.195987748199076,-0.8281478667336577
-0.5406919487777774,-0.08387163491742411
0.6435161224253704,1.7540155021281048
4.2851932818027745,2.3530931728119286
0.9001038695112277,-2.2082980251600195
0.3124053935607445,
-0.8408352419918944,0.3140688209852265
2.068085599024675,
2.7219967777736342,-7.879432589880692e-16
0.0826972038198739,
1.7266038275022644,-2.5799883073985836
-4.602591484757316,-0.34452282619734975
1.3857960353238474,
3.7675913300755774,-2.459744405757369
-1.9631524919046093,1.0746102719502566
0.040113089984226094,3.8548768999770565e-16
8.235483882167085,-2.7209416307920993
6.098768897161923,-5.4367780888149335
0.20367110622212048,5.036182849151582
3.5833609459433333,
0.9620222283436023,
-6.790841852316619,
-0.5712398684488916,
-2.29385731306766,-0.5774110195421904
11.477014925014934,
4.358436998797792,-0.6123947239278342
-2.9343794159328684,-3.701581676295284
-6.0530121533243735,
11.093623761501505,-1.4180602800457138
2.018152383831694,
-2.7185082734943897,0.07851214937204519
0.9342261384463159,
-2.6718553178555173,-2.3928812860551316
2.927670920917031,1.2745353931445076
-0.8167492027848168,-9.561997100711713
-2.9049675552895886,
-1.3196449804101973,1.0437347927237761
6.982526007833661,
-1.18991235956627,1.5084149513474236
-0.21998036145287697,-1.5409458183287665
1.7267548410237747,-2.422080190750258e-15
2.1765630256149424,1.7599783304833438
3.748740658116194,0.043667898864096354
7.004001143397962,
4.9058471482695465,-0.36186175531889797
-0.7338492564864643,
2.412758718424173,
0.9215500685893648,-3.782335579506447
2.6895742338762414,-3.7814237751812536
-1.3220170474691753,
-2.7522865364829103,
2.477650095652285,
4.703886381612189,
-0.4885646866404861,0.0
0.6172978021930379,0.8276627444463862
0.5705055272210896,
3.482667272430234,4.0964411574454545
-1.2537750468570739,
-0.06610780343454185,-0.8504947313407887
-0.4789487814794781,-1.5876930964060962
0.55157634157626,-0.9018216492689445
-1.7284540444810805,
1.1905941691063813,-2.2222221419812502
3.22679025255837,
5.431302801007072,-0.6967649577149981
-0.7865727569697325,
5.33195556862598,1.0960202714193465
3.4919268561159207,-1.9900684121635797
3.625288550371738,-1.095227506746986
4.6155465424830435,1.4246911984447803
2.7702717654214037,
0.41421052304952405,
2.6301597202320677,-0.41821008180280056
2.5416968637757273,7.337326433084673
2.6241859375766894,
0.10079602476817602,-0.04448071908570843
-3.3326025064354456,
9.510112666224943,
-0.07676230587752668,
7.434750329747842,
0.04890504631677858,
0.9330174381886428,2.406178894366285
7.162970443802867,
1.707155567704312,
-0.5298471780979916,
0.7670632930754835,-3.280253022696506
4.670328641982895,-6.61301049667283
-1.5380256272392048,
1.0764770841862337,
10.213091193128873,
6.5983961130408,0.5391007456464005
2.196196178863271,
-0.6738725497875265,
18.089879196747106,
-1.14793652139303,
15.874562294817656,
-0.3196317798849289,-0.03842460773127817
-0.8248527617942484,
0.36300751902137696,-1.6566113815149202
0.206364760449522,
-2.836796075138649,-0.6995735057741521
3.9131824140923643,3.7429469523461892e-16
4.814839660067797,
-0.02443178302227757,
0.704887515199903,0.02597840894299605
4.385680443886031,-0.38076925158756797
-1.6412157187821277,
-0.4036281705438954,0.8318250421165283
7.542077575127577,
0.46621358553105696,
-2.8913885518195945,
-1.6392848856706264,-5.744888043409701
1.800784231963532,
4.334542040673821,0.0
-0.05549612405817539,-1.3815567636560284
0.6233014277423745,
-0.9425692943969306,
0.5666134014215762,
2.1466421548631023,
3.6168688823539563,
6.4937499735130215,-3.451990978036448
1.2059490513976139,
3.2373600585963707,-1.1405806543635184
6.501265500314543,
1.8316121480641487,0.0
1.5856241609176678,
1.0584665011117569,0.12195163896400488
-2.6590287212220023,-3.644720538410785
1.146176511290022,-1.976271610290089
7.962377912747636,-0.64014598063715
-0.2953926714220782,1.7683588096811522
1.9058313161775144,
1.4113699906218742,
-1.6612482886507773,
5.905205791935439,
-1.0837464924610052,
5.33924935676203,
-2.811411355235264,
5.925860762111481,
-1.1226766364102274,0.740269572867537
-2.017631948676586,-4.580850924605194
7.13271633815662,-2.633864564569305
15.49903517294853,3.0586654279820156
3.135703996087637,0.6503919222816802
-1.3634347952289065,
3.220843479079719,
-0.8501621510127907,
4.800976227197545,0.5505524951821138
2.827984117782291,
-0.5198078598242167,
0.2805967082518567,3.186721886287309
6.594642215899462,-2.1395194795866064
